City,Area,Bedrooms,Price
Lucknow,2053.0,3.0,83.03
Bangalore,,2.0,
Delhi,1511.0,3.0,88.81
Kolkata,724.0,3.0,82.01
Delhi,545.0,4.0,96.04
Lucknow,1525.0,1.0,61.19
Jaipur,1254.0,1.0,52.55
Chennai,785.0,3.0,81.46
Chennai,1371.0,3.0,85.31
Kolkata,1673.0,3.0,94.23
Lucknow,1325.0,5.0,78.19
Chennai,1791.0,2.0,89.51
Kolkata,1035.0,3.0,84.52
Pune,1733.0,4.0,98.54
Kolkata,1146.0,4.0,83.15
Pune,1792.0,3.0,99.21
Bangalore,791.0,2.0,89.36
Chennai,1392.0,5.0,97.83
Kolkata,1391.0,3.0,81.22
Kolkata,1490.0,2.0,68.61
Kolkata,1159.0,3.0,88.36
Jaipur,1472.0,2.0,74.85
Kolkata,1220.0,3.0,92.03
Jaipur,1089.0,3.0,77.68
Ahmedabad,1865.0,1.0,76.52
Bangalore,1331.0,4.0,105.25
Ahmedabad,694.0,2.0,61.51
Hyderabad,1030.0,2.0,81.78
Ahmedabad,1880.0,2.0,76.9
Lucknow,936.0,2.0,66.53
Pune,1516.0,2.0,87.74
Lucknow,1022.0,3.0,65.31
Delhi,724.0,1.0,72.88
Ahmedabad,1492.0,2.0,79.4
Chennai,1168.0,5.0,92.44
Mumbai,1935.0,2.0,112.62
Ahmedabad,1750.0,5.0,97.26
Bangalore,1806.0,1.0,93.35
Ahmedabad,1726.0,3.0,81.73
Jaipur,1575.0,2.0,63.68
Delhi,753.0,2.0,75.84
Kolkata,1206.0,3.0,76.25
Delhi,1568.0,1.0,90.02
Delhi,1183.0,2.0,82.0
Pune,1288.0,3.0,94.46
Mumbai,1589.0,2.0,99.66
Delhi,1722.0,2.0,91.73
Pune,930.0,1.0,73.29
Kolkata,1568.0,4.0,89.11
Lucknow,1525.0,2.0,71.86
Kolkata,904.0,1.0,58.41
Chennai,1137.0,2.0,89.06
Delhi,1359.0,2.0,90.91
Delhi,1855.0,2.0,87.59
Lucknow,1134.0,3.0,70.31
Bangalore,1467.0,4.0,101.88
Delhi,1767.0,2.0,91.6
Mumbai,,2.0,
Hyderabad,1390.0,3.0,80.63
Delhi,452.0,2.0,79.09
Hyderabad,1669.0,2.0,88.48
Kolkata,1384.0,2.0,75.1
Ahmedabad,962.0,4.0,67.96
Bangalore,1584.0,3.0,96.16
Pune,2046.0,2.0,94.83
Jaipur,1383.0,4.0,67.81
Bangalore,651.0,5.0,91.58
Jaipur,1877.0,,
Kolkata,1309.0,3.0,77.6
Bangalore,1585.0,2.0,100.84
Pune,1324.0,2.0,87.89
Jaipur,1482.0,3.0,72.95
Lucknow,1566.0,,
Mumbai,1622.0,2.0,106.8
Bangalore,1358.0,1.0,88.33
Kolkata,995.0,3.0,81.4
Delhi,1377.0,2.0,87.2
Pune,1615.0,1.0,84.87
Jaipur,998.0,1.0,53.34
Jaipur,857.0,3.0,79.82
Mumbai,1833.0,3.0,118.76
Jaipur,1976.0,2.0,76.78
Hyderabad,1315.0,1.0,81.86
Chennai,1540.0,4.0,101.25
Hyderabad,1450.0,1.0,77.31
Jaipur,,1.0,
Pune,1382.0,3.0,84.62
Bangalore,1886.0,2.0,102.92
Kolkata,830.0,3.0,85.58
Delhi,793.0,2.0,80.32
Bangalore,1007.0,2.0,91.84
Lucknow,1110.0,1.0,61.86
Bangalore,1566.0,1.0,94.42
Bangalore,1828.0,,
Kolkata,1818.0,3.0,99.87
Mumbai,1561.0,3.0,108.79
Jaipur,663.0,3.0,66.38
Mumbai,661.0,2.0,92.37
Lucknow,1593.0,4.0,70.44
Ahmedabad,665.0,3.0,70.88
Delhi,1522.0,3.0,89.29
Hyderabad,1410.0,2.0,70.9
Delhi,1114.0,2.0,83.81
Jaipur,281.0,4.0,66.55
Delhi,1380.0,2.0,94.66
Chennai,1504.0,3.0,82.07
Hyderabad,1077.0,1.0,67.22
Lucknow,863.0,2.0,55.45
Jaipur,1417.0,4.0,77.18
Pune,719.0,4.0,82.7
Lucknow,1546.0,3.0,70.91
Chennai,1722.0,3.0,93.84
Hyderabad,515.0,4.0,75.79
Kolkata,1088.0,4.0,88.67
Chennai,1280.0,4.0,96.09
Lucknow,1292.0,4.0,66.48
Jaipur,948.0,2.0,70.91
Ahmedabad,765.0,3.0,75.37
Jaipur,1115.0,2.0,62.93
Hyderabad,1557.0,3.0,84.57
Ahmedabad,1528.0,3.0,70.3
Mumbai,1533.0,1.0,93.14
Hyderabad,1800.0,1.0,78.32
Hyderabad,881.0,2.0,75.91
Chennai,1148.0,3.0,88.44
Jaipur,1226.0,1.0,66.62
Lucknow,147.0,3.0,50.91
Kolkata,1389.0,4.0,88.73
Delhi,1288.0,4.0,100.47
Bangalore,845.0,2.0,92.01
Kolkata,1648.0,3.0,83.49
Delhi,1623.0,4.0,103.6
Mumbai,1459.0,4.0,117.26
Lucknow,616.0,2.0,63.52
Jaipur,910.0,2.0,63.69
Pune,1421.0,2.0,85.31
Hyderabad,1085.0,2.0,75.26
Kolkata,1207.0,4.0,82.27
Delhi,859.0,2.0,81.42
Pune,1376.0,2.0,79.37
Kolkata,1901.0,2.0,81.56
Lucknow,1429.0,1.0,52.61
Jaipur,1688.0,3.0,70.35
Ahmedabad,1651.0,3.0,74.81
Kolkata,1156.0,2.0,78.66
Kolkata,1225.0,1.0,75.28
Jaipur,1888.0,4.0,83.39
Mumbai,1593.0,2.0,106.18
Chennai,1684.0,3.0,94.71
Kolkata,,1.0,
Jaipur,1143.0,2.0,67.43
Chennai,1191.0,2.0,77.04
Jaipur,1850.0,3.0,80.53
Jaipur,1299.0,4.0,77.16
Mumbai,1799.0,2.0,109.44
Jaipur,1862.0,4.0,81.89
Lucknow,1668.0,2.0,73.43
Kolkata,1621.0,2.0,87.6
Delhi,1978.0,2.0,101.1
Delhi,961.0,4.0,86.28
Delhi,,2.0,
Jaipur,796.0,4.0,81.25
Pune,701.0,1.0,74.28
Chennai,1282.0,5.0,99.3
Chennai,1407.0,3.0,90.28
Jaipur,1502.0,5.0,95.81
Lucknow,1021.0,3.0,68.74
Lucknow,1134.0,1.0,61.51
Hyderabad,1638.0,1.0,79.12
Jaipur,715.0,2.0,65.38
Bangalore,1305.0,2.0,91.3
Mumbai,1822.0,3.0,122.25
Delhi,1193.0,1.0,77.22
Mumbai,1131.0,2.0,95.51
Delhi,1797.0,3.0,91.83
Ahmedabad,734.0,2.0,67.11
Ahmedabad,978.0,2.0,77.52
Jaipur,993.0,2.0,65.2
Ahmedabad,1577.0,5.0,100.78
Pune,658.0,1.0,80.58
Hyderabad,1793.0,4.0,99.05
Lucknow,1289.0,2.0,57.19
Pune,1718.0,2.0,93.26
Mumbai,1796.0,4.0,129.85
Mumbai,985.0,2.0,105.29
Ahmedabad,1307.0,5.0,91.37
Lucknow,1208.0,3.0,63.09
Hyderabad,1273.0,2.0,82.86
Delhi,1072.0,5.0,109.04
Pune,1745.0,2.0,93.18
Hyderabad,1225.0,4.0,84.08
Kolkata,1166.0,3.0,83.84
Chennai,1749.0,3.0,92.83
Ahmedabad,1634.0,3.0,77.84
Delhi,1415.0,3.0,97.09
Kolkata,1143.0,2.0,73.92
Delhi,1885.0,2.0,95.9
Delhi,877.0,2.0,81.65
Ahmedabad,1728.0,2.0,72.49
Delhi,1550.0,3.0,91.05
Hyderabad,793.0,3.0,79.58
Hyderabad,1329.0,3.0,87.54
Kolkata,771.0,2.0,74.7
Mumbai,1160.0,3.0,104.8
Lucknow,1412.0,3.0,72.98
Pune,894.0,4.0,102.09
Pune,360.0,4.0,91.5
Bangalore,1248.0,,
Ahmedabad,1385.0,2.0,71.92
Jaipur,1149.0,2.0,71.51
Jaipur,1293.0,,
Kolkata,1228.0,3.0,85.68
Delhi,892.0,2.0,82.18
Delhi,2078.0,3.0,108.53
Ahmedabad,1426.0,1.0,67.65
Chennai,1129.0,3.0,87.06
Mumbai,970.0,3.0,109.98
Bangalore,1140.0,3.0,95.07
Hyderabad,1154.0,3.0,84.23
Delhi,1315.0,5.0,106.81
Bangalore,1758.0,1.0,90.42
Pune,978.0,3.0,84.57
Chennai,1371.0,3.0,87.02
Hyderabad,1619.0,2.0,83.6
Ahmedabad,1030.0,3.0,70.45
Bangalore,1028.0,3.0,93.93
Kolkata,696.0,2.0,75.69
Hyderabad,1972.0,3.0,101.65
Ahmedabad,1503.0,4.0,83.74
Jaipur,1071.0,,
Ahmedabad,1054.0,5.0,79.24
Ahmedabad,887.0,2.0,69.21
Hyderabad,1362.0,1.0,77.94
Chennai,1163.0,1.0,72.06
Hyderabad,933.0,2.0,76.7
Lucknow,991.0,2.0,58.41
Mumbai,1590.0,3.0,107.44
Chennai,1147.0,1.0,75.29
Kolkata,808.0,3.0,82.12
Chennai,1325.0,3.0,78.69
Pune,1025.0,2.0,84.71
Kolkata,1558.0,1.0,74.57
Jaipur,1902.0,2.0,78.65
Hyderabad,525.0,2.0,66.68
Ahmedabad,1017.0,3.0,62.11
Hyderabad,1355.0,2.0,84.98
Pune,1269.0,2.0,83.38
Bangalore,1800.0,1.0,89.33
Pune,1292.0,3.0,87.31
Lucknow,1381.0,2.0,63.02
Ahmedabad,1472.0,2.0,68.51
Ahmedabad,1027.0,3.0,78.99
Delhi,1506.0,3.0,91.56
Bangalore,1462.0,2.0,96.35
Delhi,1341.0,3.0,100.89
Jaipur,532.0,2.0,60.77
Mumbai,995.0,2.0,99.25
Mumbai,1374.0,3.0,112.72
Hyderabad,1261.0,3.0,80.86
Mumbai,1599.0,4.0,116.88
Ahmedabad,1602.0,3.0,83.24
Pune,1437.0,,
Bangalore,1602.0,4.0,119.59
Hyderabad,,2.0,
Hyderabad,1089.0,4.0,84.1
Bangalore,1297.0,2.0,96.15
Ahmedabad,860.0,1.0,60.7
Jaipur,1897.0,2.0,70.41
Jaipur,798.0,2.0,60.09
Hyderabad,466.0,1.0,74.76
Jaipur,2148.0,2.0,81.04
Ahmedabad,1262.0,,
Lucknow,1657.0,1.0,60.97
Lucknow,1593.0,2.0,63.34
Delhi,1718.0,2.0,94.87
Chennai,1536.0,2.0,86.02
Kolkata,1538.0,3.0,79.36
Mumbai,363.0,3.0,100.88
Jaipur,914.0,3.0,74.44
Lucknow,248.0,2.0,43.46
Pune,972.0,1.0,78.43
Bangalore,1086.0,4.0,107.29
Chennai,1253.0,2.0,83.83
Delhi,920.0,3.0,92.01
Kolkata,1159.0,2.0,69.53
Lucknow,1092.0,3.0,67.19
Delhi,1438.0,4.0,95.94
Chennai,1603.0,4.0,101.01
Bangalore,1385.0,,
Mumbai,1552.0,3.0,108.95
Lucknow,1376.0,4.0,73.44
Bangalore,1774.0,2.0,94.56
Kolkata,2045.0,1.0,78.7
Jaipur,321.0,1.0,49.12
Chennai,1753.0,2.0,85.15
Kolkata,784.0,3.0,82.55
Mumbai,1374.0,1.0,103.9
Bangalore,1404.0,2.0,95.81
Ahmedabad,1543.0,5.0,96.66
Mumbai,,3.0,
Hyderabad,1298.0,3.0,87.89
Lucknow,1437.0,1.0,61.82
Jaipur,1161.0,1.0,57.62
Chennai,540.0,1.0,66.25
Pune,1299.0,2.0,82.6
Bangalore,1000.0,3.0,92.48
Ahmedabad,966.0,2.0,69.0
Pune,927.0,,
Lucknow,511.0,1.0,48.17
Lucknow,1140.0,2.0,57.63
Chennai,1300.0,3.0,82.46
Ahmedabad,1607.0,4.0,85.97
Lucknow,1063.0,2.0,60.52
Pune,1931.0,3.0,105.74
Ahmedabad,1533.0,2.0,70.48
Pune,851.0,5.0,102.16
Mumbai,1104.0,2.0,90.48
Kolkata,2108.0,2.0,78.19
Ahmedabad,1603.0,3.0,84.11
Delhi,1089.0,1.0,80.84
Kolkata,1657.0,2.0,80.35
Kolkata,795.0,4.0,80.54
Ahmedabad,1078.0,3.0,77.95
Jaipur,368.0,5.0,78.08
Lucknow,1541.0,2.0,74.53
Mumbai,833.0,2.0,101.0
Jaipur,1267.0,3.0,77.21
Jaipur,681.0,1.0,50.18
Delhi,1380.0,2.0,83.33
Bangalore,1270.0,3.0,100.09
Ahmedabad,710.0,3.0,74.39
Pune,1109.0,3.0,94.9
Lucknow,1353.0,5.0,71.14
Jaipur,1478.0,3.0,72.49
Mumbai,1933.0,3.0,112.39
Bangalore,1787.0,5.0,109.1
Delhi,1021.0,3.0,81.43
Hyderabad,1017.0,3.0,85.71
Lucknow,727.0,2.0,48.13
Hyderabad,896.0,3.0,84.95
Kolkata,1644.0,4.0,95.43
Jaipur,664.0,4.0,75.93
Chennai,1238.0,2.0,84.35
Lucknow,1179.0,2.0,63.74
Pune,996.0,4.0,84.36
Bangalore,779.0,2.0,83.0
Mumbai,542.0,4.0,103.93
Lucknow,782.0,3.0,55.44
Pune,1266.0,2.0,78.23
Ahmedabad,1539.0,3.0,75.54
Hyderabad,1944.0,4.0,97.44
Ahmedabad,1433.0,1.0,70.92
Bangalore,1537.0,2.0,87.13
Delhi,1943.0,4.0,106.24
Jaipur,1435.0,2.0,65.34
Lucknow,1693.0,2.0,67.67
Chennai,1148.0,3.0,91.75
Hyderabad,1588.0,1.0,76.82
Hyderabad,1383.0,2.0,84.14
Lucknow,1203.0,2.0,66.43
Kolkata,1918.0,2.0,85.42
Ahmedabad,818.0,2.0,68.14
Hyderabad,956.0,1.0,62.52
Pune,1771.0,4.0,100.43
Mumbai,1688.0,,
Jaipur,1305.0,2.0,71.98
Hyderabad,1435.0,,
Pune,1506.0,1.0,76.29
Bangalore,1446.0,1.0,91.79
Bangalore,1396.0,3.0,103.32
Jaipur,963.0,3.0,66.71
Kolkata,1795.0,2.0,85.54
Chennai,1218.0,1.0,65.55
Jaipur,903.0,3.0,69.98
Delhi,1353.0,3.0,96.7
Kolkata,1437.0,2.0,80.03
Hyderabad,1458.0,3.0,93.51
Jaipur,1689.0,2.0,64.95
Ahmedabad,1148.0,2.0,72.55
Bangalore,1273.0,1.0,90.77
Pune,962.0,2.0,77.39
Jaipur,1393.0,1.0,72.47
Ahmedabad,956.0,4.0,87.15
Kolkata,1064.0,2.0,81.78
Delhi,1693.0,2.0,86.41
Pune,1354.0,1.0,84.25
Mumbai,1869.0,1.0,104.25
Delhi,1770.0,,
Hyderabad,1386.0,2.0,82.88
Ahmedabad,1441.0,3.0,74.79
Jaipur,1204.0,3.0,69.18
Jaipur,1717.0,2.0,75.59
Lucknow,1445.0,4.0,70.19
Bangalore,1663.0,2.0,101.08
Hyderabad,1041.0,1.0,75.0
Ahmedabad,755.0,1.0,49.39
Jaipur,1500.0,2.0,69.51
Mumbai,1581.0,2.0,106.47
Pune,1330.0,3.0,91.44
Hyderabad,1531.0,3.0,83.16
Kolkata,959.0,2.0,69.38
Mumbai,,3.0,
Pune,,2.0,
Chennai,1708.0,5.0,98.47
Bangalore,1349.0,5.0,110.51
Hyderabad,1774.0,1.0,71.09
Ahmedabad,842.0,3.0,68.94
Delhi,1529.0,4.0,102.53
Pune,1586.0,1.0,80.89
Kolkata,1500.0,1.0,65.77
Jaipur,923.0,,
Delhi,1391.0,1.0,80.72
Mumbai,1197.0,4.0,111.65
Bangalore,517.0,4.0,93.04
Ahmedabad,828.0,4.0,71.05
Delhi,1764.0,2.0,93.29
Kolkata,1140.0,1.0,68.29
Pune,1722.0,2.0,90.67
Ahmedabad,1757.0,4.0,90.22
Chennai,1518.0,3.0,90.84
Jaipur,1054.0,5.0,81.82
Bangalore,1677.0,4.0,100.75
Delhi,1385.0,2.0,86.32
Bangalore,1317.0,1.0,91.05
Bangalore,935.0,1.0,88.45
Bangalore,1099.0,3.0,91.15
Pune,941.0,4.0,90.06
Bangalore,1683.0,2.0,86.3
Chennai,1913.0,4.0,105.91
Mumbai,1669.0,3.0,109.57
Kolkata,1379.0,1.0,65.22
Ahmedabad,1177.0,3.0,74.82
Chennai,1490.0,2.0,84.5
Ahmedabad,1133.0,1.0,73.48
Kolkata,1287.0,4.0,95.39
Mumbai,971.0,3.0,107.95
Hyderabad,1560.0,2.0,84.93
Ahmedabad,1580.0,1.0,65.92
Ahmedabad,1663.0,2.0,78.26
Mumbai,1523.0,2.0,104.62
Delhi,1495.0,2.0,91.65
Chennai,882.0,2.0,81.37
Delhi,865.0,2.0,86.43
Delhi,1432.0,2.0,91.0
Delhi,1740.0,4.0,100.41
Bangalore,1193.0,3.0,101.18
Jaipur,1302.0,1.0,66.79
Ahmedabad,1306.0,1.0,68.1
Delhi,562.0,1.0,77.96
Chennai,1396.0,2.0,89.88
Jaipur,1080.0,4.0,71.53
Jaipur,1544.0,2.0,70.48
Delhi,1287.0,2.0,92.6
Pune,1228.0,1.0,71.2
Delhi,1237.0,1.0,90.05
Pune,1169.0,1.0,81.09
Delhi,755.0,3.0,88.39
Chennai,1681.0,1.0,86.95
Pune,1046.0,2.0,77.55
Bangalore,1112.0,3.0,105.57
Jaipur,1331.0,3.0,72.47
Delhi,853.0,1.0,76.38
Jaipur,,2.0,
Delhi,2066.0,3.0,116.3
Ahmedabad,1434.0,2.0,82.4
Ahmedabad,956.0,2.0,72.63
Lucknow,467.0,2.0,55.74
Delhi,1700.0,1.0,79.34
Lucknow,895.0,2.0,63.55
Mumbai,1082.0,3.0,96.8
Mumbai,1133.0,3.0,100.9
Jaipur,934.0,3.0,71.64
Pune,1269.0,2.0,84.17
Delhi,1079.0,3.0,92.44
Kolkata,1544.0,3.0,81.37
Delhi,1356.0,3.0,97.45
Delhi,1872.0,1.0,84.91
Kolkata,1880.0,4.0,84.5
Mumbai,918.0,1.0,101.95
Lucknow,1169.0,4.0,64.31
Jaipur,2161.0,2.0,79.2
Mumbai,836.0,3.0,104.81
Kolkata,1619.0,2.0,78.91
Delhi,1519.0,2.0,84.69
Mumbai,960.0,4.0,113.76
Chennai,979.0,2.0,85.09
Ahmedabad,2037.0,3.0,84.88
Delhi,2029.0,3.0,103.16
Hyderabad,1471.0,1.0,79.44
Kolkata,745.0,3.0,74.43
Bangalore,1802.0,5.0,113.32
Pune,743.0,2.0,77.15
Bangalore,1586.0,3.0,105.79
Mumbai,652.0,1.0,94.1
Delhi,1303.0,,
Pune,1653.0,2.0,94.76
Pune,169.0,5.0,87.59
Jaipur,1088.0,,
Bangalore,1361.0,,
Delhi,1162.0,2.0,81.31
Jaipur,1031.0,2.0,68.6
Lucknow,1246.0,3.0,65.78
Bangalore,1715.0,3.0,96.89
Ahmedabad,1847.0,4.0,85.55
Ahmedabad,1582.0,2.0,68.97
Jaipur,1921.0,4.0,84.14
Lucknow,1086.0,3.0,58.4
Chennai,1538.0,2.0,81.39
Chennai,892.0,1.0,79.57
Ahmedabad,2472.0,3.0,93.06
Hyderabad,1340.0,4.0,93.7
Kolkata,1621.0,4.0,90.5
Kolkata,595.0,3.0,67.66
Hyderabad,1612.0,5.0,92.23
Jaipur,1345.0,4.0,81.57
Kolkata,1485.0,4.0,92.59
Kolkata,1305.0,3.0,88.04
Bangalore,1252.0,4.0,96.91
Bangalore,1176.0,2.0,90.19
Hyderabad,1264.0,3.0,86.11
Delhi,1887.0,2.0,91.19
Lucknow,1153.0,1.0,61.15
Jaipur,2203.0,3.0,78.26
Bangalore,1324.0,3.0,100.1
Bangalore,1859.0,1.0,97.25
Chennai,1757.0,2.0,87.72
Lucknow,674.0,1.0,49.18
Chennai,759.0,3.0,82.12
Delhi,1028.0,1.0,86.21
Lucknow,682.0,1.0,53.53
Kolkata,1134.0,2.0,71.42
Chennai,1311.0,2.0,77.34
Ahmedabad,1559.0,3.0,83.8
Jaipur,1372.0,1.0,66.66
Kolkata,1302.0,3.0,78.79
Lucknow,1709.0,2.0,66.41
Ahmedabad,1655.0,2.0,72.22
Delhi,2063.0,3.0,108.44
Ahmedabad,1374.0,2.0,70.66
Bangalore,335.0,4.0,95.14
Hyderabad,1470.0,5.0,106.84
Ahmedabad,2207.0,3.0,83.46
Pune,1710.0,3.0,90.15
Delhi,1802.0,2.0,89.34
Kolkata,1337.0,3.0,79.38
Chennai,1665.0,1.0,84.5
Mumbai,1823.0,3.0,111.51
Delhi,1166.0,3.0,88.94
Pune,1099.0,,
Bangalore,1481.0,3.0,100.97
Chennai,1687.0,3.0,97.84
Jaipur,197.0,2.0,56.63
Mumbai,1222.0,3.0,105.75
Ahmedabad,518.0,3.0,72.28
Pune,1250.0,2.0,98.43
Ahmedabad,1975.0,2.0,78.65
Jaipur,1050.0,2.0,64.38
Delhi,1185.0,2.0,94.43
Hyderabad,1564.0,3.0,84.63
Pune,1697.0,3.0,94.04
Lucknow,1682.0,2.0,62.39
Kolkata,1314.0,1.0,72.95
Lucknow,1528.0,2.0,69.13
Hyderabad,1510.0,4.0,87.47
Jaipur,1018.0,3.0,77.46
Lucknow,599.0,1.0,51.11
Bangalore,941.0,4.0,94.84
Pune,1875.0,2.0,89.49
Bangalore,2185.0,5.0,114.18
Mumbai,1263.0,4.0,111.04
Hyderabad,1860.0,4.0,83.4
Mumbai,1181.0,3.0,96.83
Mumbai,1439.0,3.0,104.8
Mumbai,1054.0,2.0,98.51
Delhi,1705.0,3.0,106.15
Delhi,1044.0,3.0,89.18
Hyderabad,942.0,2.0,76.02
Chennai,1318.0,2.0,77.42
Lucknow,1626.0,4.0,77.34
Delhi,1365.0,2.0,84.98
Ahmedabad,1112.0,2.0,75.92
Bangalore,940.0,1.0,82.83
Delhi,625.0,,
Jaipur,1117.0,3.0,73.57
Mumbai,1238.0,1.0,97.04
Delhi,1521.0,3.0,82.49
Hyderabad,833.0,3.0,81.14
Bangalore,1567.0,3.0,103.1
Bangalore,1062.0,5.0,105.43
Chennai,1094.0,2.0,82.9
Kolkata,1799.0,1.0,82.22
Kolkata,309.0,4.0,78.92
Lucknow,809.0,1.0,60.94
Ahmedabad,1318.0,4.0,85.62
Pune,1298.0,5.0,95.26
Hyderabad,619.0,4.0,87.58
Jaipur,1102.0,5.0,80.1
Delhi,1683.0,1.0,83.63
Hyderabad,834.0,1.0,75.54
Ahmedabad,1732.0,2.0,74.76
Kolkata,1013.0,3.0,77.09
Hyderabad,550.0,1.0,70.27
Delhi,1627.0,3.0,102.52
Chennai,1400.0,1.0,75.04
Lucknow,713.0,3.0,72.11
Chennai,1082.0,2.0,77.44
Kolkata,1989.0,2.0,83.71
Mumbai,1563.0,5.0,123.79
Kolkata,1746.0,3.0,84.94
Lucknow,844.0,1.0,59.41
Delhi,1790.0,4.0,100.24
Ahmedabad,730.0,2.0,66.19
Pune,743.0,3.0,88.17
Chennai,1634.0,3.0,91.68
Kolkata,767.0,3.0,77.01
Ahmedabad,1907.0,2.0,72.81
Chennai,799.0,3.0,79.85
Kolkata,911.0,1.0,61.53
Lucknow,1761.0,3.0,56.94
Chennai,1051.0,1.0,82.92
Kolkata,1618.0,2.0,80.03
Delhi,854.0,2.0,82.44
Lucknow,1189.0,5.0,85.39
Ahmedabad,1596.0,2.0,70.12
Ahmedabad,961.0,4.0,73.64
Pune,1709.0,2.0,89.96
Hyderabad,,3.0,
Mumbai,1348.0,2.0,95.36
Delhi,898.0,3.0,85.9
Lucknow,991.0,3.0,55.16
Chennai,962.0,3.0,90.76
Ahmedabad,1056.0,3.0,72.43
Delhi,1918.0,2.0,85.29
Lucknow,1748.0,2.0,68.42
Lucknow,1480.0,2.0,70.08
Chennai,1036.0,1.0,79.2
Lucknow,963.0,4.0,74.87
Jaipur,912.0,2.0,61.68
Delhi,1178.0,2.0,89.83
Kolkata,1412.0,3.0,83.0
Ahmedabad,1545.0,1.0,72.89
Ahmedabad,1305.0,4.0,79.21
Kolkata,1526.0,4.0,93.46
Delhi,1674.0,2.0,90.39
Mumbai,1151.0,5.0,116.27
Delhi,1739.0,2.0,91.17
Bangalore,906.0,2.0,88.47
Lucknow,1534.0,5.0,77.49
Hyderabad,1312.0,2.0,85.35
Chennai,1370.0,2.0,82.89
Jaipur,1152.0,3.0,68.3
Hyderabad,1798.0,2.0,90.11
Kolkata,1058.0,,
Chennai,1854.0,3.0,95.57
Chennai,1857.0,3.0,88.06
Chennai,1480.0,4.0,99.56
Ahmedabad,1174.0,3.0,69.67
Jaipur,964.0,2.0,66.86
Ahmedabad,502.0,2.0,66.6
Lucknow,1515.0,4.0,75.68
Bangalore,855.0,3.0,89.25
Pune,911.0,1.0,70.08
Jaipur,1520.0,3.0,74.76
Hyderabad,1128.0,2.0,82.82
Lucknow,1387.0,1.0,56.55
Delhi,1484.0,2.0,82.57
Kolkata,1941.0,4.0,100.26
Bangalore,1379.0,2.0,90.76
Lucknow,1080.0,5.0,72.07
Delhi,1269.0,2.0,86.9
Bangalore,1068.0,2.0,95.17
Delhi,2051.0,1.0,91.73
Jaipur,1448.0,1.0,64.29
Delhi,1533.0,2.0,94.69
Bangalore,1841.0,3.0,103.56
Delhi,960.0,2.0,83.86
Hyderabad,729.0,2.0,78.77
Lucknow,1290.0,2.0,62.65
Bangalore,730.0,2.0,83.79
Hyderabad,1135.0,3.0,88.32
Delhi,428.0,5.0,100.01
Delhi,759.0,4.0,93.85
Chennai,1789.0,2.0,90.75
Bangalore,1461.0,5.0,112.14
Jaipur,2019.0,3.0,71.55
Delhi,1287.0,2.0,87.04
Kolkata,1272.0,3.0,82.07
Ahmedabad,1386.0,,
Pune,2735.0,1.0,99.85
Ahmedabad,1721.0,2.0,73.34
Jaipur,963.0,2.0,65.56
Lucknow,1462.0,1.0,54.07
Mumbai,1361.0,2.0,107.53
Kolkata,1588.0,3.0,82.05
Mumbai,2049.0,2.0,117.86
Delhi,1535.0,2.0,97.78
Lucknow,1151.0,2.0,62.75
Hyderabad,2045.0,3.0,96.43
Delhi,777.0,5.0,96.41
Mumbai,1191.0,3.0,105.44
Delhi,1660.0,3.0,89.95
Pune,983.0,2.0,74.17
Chennai,1279.0,4.0,87.83
Pune,1019.0,2.0,88.24
Lucknow,1284.0,4.0,71.18
Hyderabad,1020.0,3.0,88.3
Pune,1331.0,3.0,90.31
Bangalore,1168.0,2.0,91.69
Hyderabad,1830.0,3.0,90.05
Mumbai,1454.0,1.0,101.28
Pune,1595.0,3.0,92.97
Chennai,1357.0,3.0,87.75
Hyderabad,1126.0,4.0,92.32
Delhi,1433.0,3.0,94.43
Chennai,1381.0,2.0,81.06
Delhi,331.0,4.0,85.55
Pune,1313.0,3.0,93.0
Kolkata,1568.0,2.0,67.57
Kolkata,1013.0,4.0,78.27
Mumbai,1647.0,,
Chennai,1442.0,3.0,93.0
Delhi,1141.0,1.0,78.94
Jaipur,1516.0,4.0,84.0
Chennai,1152.0,1.0,76.48
Bangalore,1410.0,3.0,96.99
Mumbai,1196.0,2.0,102.85
Ahmedabad,1519.0,5.0,85.5
Ahmedabad,1838.0,4.0,84.04
Delhi,1125.0,3.0,87.53
Kolkata,1660.0,2.0,83.02
Hyderabad,1180.0,3.0,85.12
Bangalore,1183.0,3.0,95.31
Ahmedabad,1141.0,1.0,64.79
Delhi,624.0,3.0,82.8
Delhi,1500.0,1.0,82.9
Pune,1413.0,2.0,85.69
Kolkata,1365.0,,
Chennai,,4.0,
Hyderabad,1965.0,2.0,86.95
Pune,1823.0,3.0,97.15
Ahmedabad,1205.0,2.0,71.75
Hyderabad,1185.0,3.0,83.06
Mumbai,892.0,2.0,95.13
Kolkata,1324.0,2.0,79.59
Ahmedabad,1303.0,3.0,81.89
Delhi,1515.0,1.0,87.34
Ahmedabad,872.0,2.0,56.66
Jaipur,1150.0,4.0,79.63
Lucknow,622.0,2.0,59.66
Lucknow,1013.0,2.0,56.19
Ahmedabad,1657.0,3.0,85.36
Jaipur,859.0,2.0,61.83
Ahmedabad,1997.0,3.0,86.84
Lucknow,,1.0,
Pune,1500.0,3.0,93.33
Mumbai,1833.0,2.0,115.37
Lucknow,1251.0,3.0,69.48
Mumbai,1004.0,3.0,106.5
Delhi,1261.0,4.0,92.36
Mumbai,612.0,2.0,91.91
